,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,director_cat,actor2_cat,genres_cat,actor_1_cat,actor_3_cat,plot_keywords_cat,content_rating_cat
2397,233,122,301,457,1000,75072454,The Exorcism of Emily Rose ,96569,2759,0,http://www.imdb.com/title/tt0404032/?ref_=fn_tt_tt_1,522,English,USA,20000000,2005,539,6.7,2.35,0,2012,568,812,1877,1331,3420,7
2398,91,88,31,489,1000,65535067,Deuce Bigalow: Male Gigolo ,59380,2604,1,http://www.imdb.com/title/tt0205000/?ref_=fn_tt_tt_1,202,English,USA,17000000,1999,489,5.7,1.85,0,1587,804,688,79,385,1016,9
2399,169,110,179,734,12000,13998282,Left Behind ,24854,15044,1,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,English,USA,16000000,2014,1000,3.1,2.35,31000,2276,1641,226,1397,2622,1850,7
2400,142,103,15,172,723,6061759,The Family Stone ,49077,1615,0,http://www.imdb.com/title/tt0356680/?ref_=fn_tt_tt_1,475,English,USA,17000000,2005,552,6.3,1.85,0,2181,2178,632,377,3247,2848,7
2401,50,106,8,521,748,64955956,Barbershop 2: Back in Business ,10104,3956,4,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,69,English,USA,18000000,2004,656,5.7,1.85,265,1286,2496,600,687,1838,1462,7
2402,195,98,72,566,1000,60057639,Bad Santa ,107815,3151,2,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,485,English,USA,18000000,2003,624,7.1,1.85,10000,2176,2749,567,163,71,1510,9
2403,129,68,116,481,8000,53868030,Austin Powers: International Man of Mystery ,183425,10557,2,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,425,English,USA,17000000,1997,503,7,2.35,0,981,458,566,1950,2778,2583,7
2404,156,94,52,261,567,59573085,My Big Fat Greek Wedding 2 ,13562,2259,10,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103,English,USA,18000000,2016,312,6.1,2.35,19000,1301,1732,655,1387,1604,3929,7
2405,103,99,42,557,975,52691009,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,2,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45,English,USA,21000000,2011,569,6.6,2.35,0,487,2245,642,1987,1066,2354,6
2406,217,107,323,794,1000,59735548,Predator ,290949,4223,1,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1,629,English,USA,15000000,1987,1000,7.8,1.85,13000,1117,288,274,1715,462,2176,9
2407,134,180,869,521,692,51600000,Amadeus ,270790,3076,0,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,549,English,USA,18000000,1984,670,8.3,2.35,16000,1593,908,546,832,3192,33,9
2408,146,89,29,458,2000,43818159,Prom Night ,27664,4867,0,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1,260,English,USA,20000000,2008,690,3.9,2.35,1000,1632,2484,872,1336,639,4174,7
2409,159,97,70,625,2000,86049418,Mean Girls ,245989,5032,4,http://www.imdb.com/title/tt0377092/?ref_=fn_tt_tt_1,554,English,USA,17000000,2004,1000,7,1.85,0,1449,139,565,1855,2400,2378,7
2410,111,113,22,148,727,43601508,Under the Tuscan Sun ,35718,1310,1,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,317,English,USA,18000000,2003,171,6.7,1.85,0,155,1696,632,1537,2120,1293,7
2411,187,131,500,555,1000,41300105,Gosford Park ,65201,3261,0,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,651,English,UK,19800000,2001,559,7.3,2.35,0,1897,314,824,1075,3191,3216,9
2412,20,44,,650,828,48976946.02,The O.C.             ,65785,2546,8,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,281,English,USA,40645199.5,2002.162907,787,7.5,1.78,0,1755,1908,632,1487,3101,2452,13
2413,44,103,0,805,12000,41382841,Peggy Sue Got Married ,27149,14672,0,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1,96,English,USA,18000000,1986,899,6.3,1.85,0,691,1503,614,1397,1580,734,7
2414,588,119,0,529,15000,42335698,Birdman or (The Unexpected Virtue of Ignorance) ,395087,21668,8,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,1101,English,USA,18000000,2014,6000,7.8,1.85,114000,44,2030,632,557,2246,375,9
2415,415,98,11000,218,594,33404871,Blue Jasmine ,150082,1353,1,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,384,English,USA,18000000,2013,268,7.3,2.35,36000,2341,463,756,1646,160,3147,7
2416,279,111,521,64,97,31471430,United 93 ,83374,313,0,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,828,English,USA,15000000,2006,68,7.6,2.35,0,1719,656,799,323,3067,4092,9
2417,97,94,23,582,2000,30222640,Honey ,36666,4868,2,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,144,English,USA,25000000,2003,1000,5.3,1.85,0,205,1903,822,325,2798,2825,7
2419,27,81,8,341,844,26906039,Spy Hard ,29621,2653,2,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,76,English,USA,18000000,1996,456,5.3,1.85,588,1874,241,151,716,2435,184,7
2420,212,89,0,606,2000,21378000,The Fog ,46492,4877,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,English,USA,1000000,1980,826,6.8,2.35,7000,1083,1046,855,792,1427,2448,9
2421,110,106,80,723,2000,43853424,Soul Surfer ,35514,5024,1,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,114,English,USA,18000000,2011,795,7.1,2.35,15000,2029,487,543,463,667,2835,6
2422,45,122,0,191,643,48976946.02,Catch-22 ,17277,2032,0,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,124,English,USA,18000000,1970,559,7.2,2.35,0,1590,314,641,193,2144,2620,9
2423,190,86,62,59,390,23993605,Observe and Report ,52467,727,1,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,248,English,USA,18000000,2009,258,5.8,2.35,0,1051,451,567,360,698,4596,9
2424,77,103,130,406,691,26400000,Conan the Destroyer ,62009,2481,1,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,109,English,USA,18000000,1984,476,5.8,2.35,2000,1856,2112,100,1194,1188,4275,6
2425,151,121,17000,356,22000,45250,Raging Bull ,235133,23008,1,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,494,English,USA,18000000,1980,394,8.3,1.85,0,1459,445,560,1586,1080,2200,9
2426,111,109,7,827,2000,22927390,Love Happens ,25344,4947,0,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,77,English,USA,18000000,2009,980,5.6,1.85,0,240,2470,834,971,1068,4097,7
2427,64,109,272,124,155,4250320,Young Sherlock Holmes ,14870,605,1,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,86,English,USA,18000000,1985,144,6.8,1.85,0,167,2367,452,1392,1094,3331,7
2428,134,123,64,637,808,22452209,Fame ,14062,5734,0,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,82,English,USA,18000000,2009,720,5,2.35,0,1289,1515,623,1034,2227,4677,6
2429,450,94,0,223,11000,18329466,127 Hours ,279179,11984,0,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,440,English,USA,18000000,2010,642,7.6,1.85,63000,462,2764,343,780,1782,727,9
2430,128,94,11000,975,11000,17071230,Small Time Crooks ,31169,23283,0,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,192,English,USA,18000000,2000,11000,6.7,1.85,812,2341,1403,566,1970,2294,958,6
2431,68,115,13,111,757,17174870,Center Stage ,15817,1201,2,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,210,English,USA,18000000,2000,220,6.7,2.35,0,1636,2625,822,71,1027,1391,7
2432,97,107,24,85,10000,26284475,Love the Coopers ,9051,10691,13,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,68,English,USA,17000000,2015,566,5.7,2.35,0,1028,84,565,1438,3168,2853,7
2433,54,91,38,362,17000,16702864,Catch That Kid ,8023,18711,0,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,49,English,USA,18000000,2004,632,5.2,1.85,591,171,577,566,1073,1854,2507,6
2434,99,125,34,1000,16000,15561627,Life as a House ,39105,21622,0,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,359,English,USA,18000000,2001,4000,7.5,2.35,0,884,1066,756,722,1897,2484,9
2435,412,122,0,816,14000,17750583,Steve Jobs ,93548,28933,0,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,307,English,UK,30000000,2015,13000,7.2,2.35,23000,462,1937,539,1008,2298,1008,9
2436,107,102,0,529,946,14793904,"I Love You, Beth Cooper ",28209,4072,1,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,80,English,Canada,18000000,2009,800,5.3,1.85,0,335,1801,688,30,2963,2743,7
2437,192,90,44,729,12000,15281286,Youth in Revolt ,64646,16004,2,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,105,English,USA,18000000,2009,904,6.5,1.85,0,1569,201,632,1777,1092,730,9
2438,25,98,28,102,372,8000000,The Legend of the Lone Ranger ,1400,927,0,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,41,English,USA,18000000,1981,262,5,2.35,346,2320,2306,129,810,2270,773,6
2439,104,109,128,1000,11000,13491653,The Tailor of Panama ,23728,14995,0,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,213,English,USA,18000000,2001,2000,6.1,2.35,813,1079,1193,845,399,2128,2481,9
2440,120,107,0,101,517,48976946.02,Blow Out ,27629,1067,0,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,149,English,USA,18000000,1981,376,7.4,2.35,2000,255,717,887,1366,1641,3163,9
2441,146,90,31,179,210,10494494,Getaway ,19586,676,1,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,109,English,USA,18000000,2013,193,4.4,2.35,4000,410,2171,219,1547,431,3565,7
2442,124,112,0,177,805,7837632,The Ice Storm ,46396,1466,0,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,287,English,USA,18000000,1997,223,7.5,1.85,0,113,1483,756,882,1256,4428,9
2443,107,94,0,197,712,15155772,And So It Goes ,8895,1673,2,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,48,English,USA,18000000,2014,341,5.7,2.35,3000,1893,186,632,1977,1082,4122,7
2444,11,105,6,371,723,8508843,Troop Beverly Hills ,7470,2368,1,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,35,English,USA,18000000,1989,422,5.5,1.37,0,999,2537,345,377,1822,1848,6
2445,93,104,109,202,405,7739049,Being Julia ,10680,847,2,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,112,English,Canada,18000000,2004,204,7.1,1.85,562,887,2523,632,1343,1748,3609,9
2446,38,112,213,45,567,6734844,9½ Weeks ,29591,711,0,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,118,English,USA,17000000,1986,67,5.9,1.85,0,16,1480,834,434,1875,1959,9
2447,60,108,25,94,1000,6000000,Dragonslayer ,10832,1263,0,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,102,English,USA,18000000,1981,115,6.7,2.35,0,1485,2255,100,720,63,1014,6
2448,184,112,97,231,577,6615578,The Last Station ,15352,1341,2,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,82,English,Germany,13000000,2009,416,7,2.35,0,1529,1552,556,435,207,3214,9
2449,148,127,13000,940,40000,5887457,Ed Wood ,142416,56585,1,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,420,English,USA,18000000,1994,13000,7.9,1.85,0,2190,296,505,936,2148,98,9
2450,217,111,655,405,24000,13362308,Labor Day ,31898,39307,1,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,111,English,USA,18000000,2013,14000,6.9,2.35,0,970,1491,756,747,419,1542,7
2451,160,126,44,9,627,5701643,Mongol: The Rise of Genghis Khan ,37635,653,0,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,165,Mongolian,Russia,20000000,2007,12,7.3,2.35,0,2033,1575,340,1800,1269,3826,9
2452,209,114,0,1000,27000,5694401,RocknRolla ,194489,46944,4,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,192,English,UK,18000000,2008,18000,7.3,2.35,12000,815,998,219,1872,3201,333,9
2453,40,99,379,251,456,5333658,Megaforce ,2541,1356,2,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,54,English,USA,20000000,1982,278,3.5,1.85,0,819,1924,281,142,1258,3563,6
2454,85,150,0,401,597,4414535,Hamlet ,30618,1645,0,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,224,English,UK,18000000,1996,591,7.8,2.2,0,1266,355,756,983,2702,2936,7
2455,83,117,78,238,989,4806750,Mao's Last Dancer ,6091,1598,0,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,53,English,Australia,40645199.5,2009,258,7.4,1.85,0,269,2632,555,233,16,1389,6
2456,263,112,337,201,4000,3707794,Midnight Special ,31359,5671,0,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,156,English,Greece,18000000,2016,820,6.7,2.35,0,1002,2441,432,1067,2542,3332,7
2457,128,108,11000,922,11000,3203044,Anything Else ,25165,14843,2,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,155,English,USA,18000000,2003,944,6.4,2.35,827,2341,2616,688,1970,1061,4555,9
2458,186,116,6,212,25000,4435083,The Railway Man ,27882,39463,2,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,119,English,Australia,18000000,2013,14000,7.1,2.35,18000,1178,562,558,850,2867,4473,9
2459,14,60,,405,654,48976946.02,Unforgettable             ,12854,1906,1,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,44,,USA,40645199.5,2002.162907,426,6.7,,0,1801,793,824,1511,692,4425,5
2460,292,144,0,16,63,2222647,The White Ribbon ,52958,167,0,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,193,German,Germany,12000000,2009,43,7.8,1.85,0,1527,400,824,1908,1963,2790,9
2462,70,93,28,415,1000,3500000,The Wraith ,10082,2319,2,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,100,English,USA,2700000,1986,695,5.9,1.85,0,1584,2264,273,352,2419,1061,9
2463,79,103,154,576,1000,676698,The Salton Sea ,26730,4094,0,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,180,English,USA,18000000,2002,783,7.2,1.85,2000,425,1893,726,10,218,4591,9
2464,103,93,190,151,364,3419967,Metallica Through the Never ,13359,1083,0,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,56,English,USA,40645199.5,2013,253,7.2,2.35,19000,1660,1762,881,781,1930,4342,9
2465,97,98,34,394,663,48976946.02,The Informers ,14324,2215,1,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,93,English,Germany,18000000,2008,551,5.1,2.35,1000,801,333,732,133,2031,2292,9
2466,108,334,,30,897,145118,Carlos             ,10111,1032,0,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,36,English,France,40645199.5,2002.162907,30,7.7,2.35,0,618,2097,531,530,1790,4695,5
2467,59,114,157,32,84,48976946.02,I Come with the Rain ,2541,198,0,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,20,English,France,18000000,2009,35,5.5,2.35,342,2256,2555,893,1803,2964,4215,5
2468,10,121,0,353,854,229311,One Man's Hero ,899,2705,2,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,42,English,Spain,11350000,1999,578,6.2,2.35,271,1320,1330,233,1865,2129,799,9
2469,184,87,0,83,1000,48976946.02,Day of the Dead ,49669,1592,1,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,419,English,USA,3500000,1985,177,7.2,1.85,3000,754,1359,869,669,1698,2385,16
2470,23,92,55,757,1000,48976946.02,I Am Wrath ,4510,3212,1,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,50,English,USA,18000000,2016,872,5.2,,0,381,2273,204,1653,121,3160,9
2471,112,105,2,69,805,63260,Renaissance ,14325,1185,0,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,90,English,France,14000000,2006,306,6.7,2.35,0,360,442,139,1611,1869,4196,9
2473,59,89,130,183,444,48976946.02,Red Sonja ,30215,1243,1,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,95,English,Netherlands,17900000,1985,312,5,2.35,0,1856,371,100,574,2885,3326,7
2474,195,114,89,920,22000,48976946.02,Red Lights ,48162,25804,2,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,140,English,Spain,14000000,2012,2000,6.2,2.35,10000,1934,2718,807,1586,665,4130,9
2475,256,119,99,778,15000,121463226,Superbad ,422606,17584,2,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,555,English,USA,20000000,2007,833,7.6,1.85,0,799,1343,565,557,1851,1914,9
2476,44,103,0,543,923,90485233,Madea Goes to Jail ,9544,3699,0,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,45,English,USA,40645199.5,2009,619,4.1,1.85,804,2268,1553,567,1911,843,424,7
2477,59,91,512,413,11000,48976946.02,Wolves ,5693,13545,2,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,34,English,France,18000000,2014,918,5.3,2.35,0,504,1265,269,806,3030,1528,9
2478,97,98,209,129,158,58006147,Step Up 2: The Streets ,67653,816,2,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,108,English,USA,23000000,2008,152,6.2,1.85,0,1154,1794,818,274,2049,1256,7
2479,142,80,19,854,11000,51053787,Hoodwinked! ,45900,14385,1,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,247,English,USA,17500000,2005,979,6.5,1.85,0,407,472,130,108,1561,893,6
2480,187,121,83,242,3000,23472900,Hotel Rwanda ,264533,4142,1,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,609,English,UK,17500000,2004,460,8.1,2.35,12000,2174,2571,801,481,1213,1232,7
2481,193,94,87,280,866,39687528,Hitman ,140780,2124,1,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,376,English,France,24000000,2007,794,6.3,2.35,0,2344,775,204,704,3253,4382,9
2482,40,93,148,170,549,7017178,Black Nativity ,1633,1373,5,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,17,English,USA,17500000,2013,269,4.4,2.35,0,1242,1848,764,840,3307,1614,6
2483,46,93,32,1000,13000,48976946.02,The Prince ,13133,16735,4,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,101,English,USA,18000000,2014,1000,4.6,2.35,0,251,0,286,237,1546,1193,9
2484,38,116,0,50,109,325491,City of Ghosts ,4387,245,0,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,67,English,USA,17500000,2002,67,6,1.85,204,1473,2527,732,1066,2744,1376,9
2485,239,101,448,83,482,96471845,The Others ,268581,956,0,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,1109,English,USA,17000000,2001,203,7.6,1.85,20000,43,823,862,601,1008,3352,7
2486,250,154,0,604,2000,85200000,Aliens ,488537,4228,1,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,1076,English,USA,18500000,1986,626,8.4,1.85,18000,919,433,125,1294,1509,711,9
2487,82,170,165,244,453,72000000,My Fair Lady ,66959,1164,1,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,258,English,USA,17000000,1964,272,7.9,2.2,0,757,2290,763,848,3129,3055,0
2488,140,99,13,681,45000,72219395,I Know What You Did Last Summer ,105585,50284,1,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,419,English,USA,17000000,1997,4000,5.6,2.35,0,1037,2464,875,1360,205,1729,9
2489,129,104,42,613,839,82389560,Let's Be Cops ,106820,3627,1,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,147,English,USA,17000000,2014,756,6.5,1.85,14000,1393,605,565,1581,1379,4143,9
2490,285,126,729,284,912,71502303,Sideways ,149966,2170,0,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,835,English,USA,12000000,2004,306,7.5,1.85,0,59,2152,363,1935,2072,384,9
2491,91,110,422,422,33000,19179969,Beerfest ,54710,35345,2,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,177,English,USA,17500000,2006,459,6.3,2.35,0,977,2127,565,317,1463,1774,9
2492,318,101,0,598,2000,47000000,Halloween ,157857,4400,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,English,USA,300000,1978,742,7.9,2.35,12000,1083,761,880,792,2492,4323,9
2494,52,87,9,503,818,37566230,Good Boy! ,3407,2164,1,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,48,English,USA,17000000,2003,636,5.1,1.85,309,1105,2012,605,1135,1862,3645,6
2495,56,123,92,849,1000,70492685,The Best Man Holiday ,11600,5306,5,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,64,English,USA,17000000,2013,886,6.7,2.35,7000,1403,2449,600,682,924,2782,9
2496,186,109,248,968,16000,35635046,Smokin' Aces ,121058,19410,0,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,482,English,UK,17000000,2006,988,6.7,2.35,3000,1054,569,204,1641,75,2601,9
2497,178,90,52,298,723,45670855,Saw 3D: The Final Chapter ,67978,1978,0,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,279,English,Canada,20000000,2010,346,5.6,1.85,12000,1278,1010,872,372,304,1994,9
2498,140,96,36,486,1000,37939782,40 Days and 40 Nights ,62272,3294,0,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,207,English,USA,17000000,2002,580,5.6,1.85,2000,1535,2828,688,560,2552,4014,9
2500,63,82,12,281,8000,30324946,A Night at the Roxbury ,48458,9271,2,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,239,English,USA,17000000,1998,357,6.2,1.85,0,1093,493,683,1950,702,175,7
2501,148,86,33,583,15000,27854896,Beastly ,64190,17396,1,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,129,English,USA,17000000,2011,976,5.6,2.35,16000,451,1854,781,40,1013,4559,7
2502,265,108,192,580,1000,41777564,The Hills Have Eyes ,129719,4500,0,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,855,English,USA,15000000,2006,1000,6.4,2.35,0,61,1030,869,388,3302,3523,9
2503,75,98,39,428,593,22734486,Dickie Roberts: Former Child Star ,11815,2713,1,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,117,English,USA,17000000,2003,517,5.6,2.35,320,1999,1258,565,1043,2158,3500,7
2504,113,129,51,89,427,44469602,"McFarland, USA ",23480,952,0,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,83,English,USA,17000000,2015,234,7.4,2.35,21000,1657,2788,560,1356,852,2986,6
2505,62,99,17,826,918,24708699,Lottery Ticket ,7991,4797,7,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,30,English,USA,40645199.5,2010,912,4.9,2.35,0,661,1723,565,207,2945,1968,7
2506,54,105,49,104,680,21160089,ATL ,8522,1538,0,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,92,English,USA,40645199.5,2006,503,6,2.35,874,348,19,569,1798,2089,4365,7
2507,223,112,36,746,10000,64998368,Pitch Perfect ,213898,12676,4,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,250,English,USA,17000000,2012,751,7.2,1.85,36000,968,1048,683,105,287,261,7
2508,50,108,19,505,973,19693891,Summer Catch ,12993,3344,2,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,107,English,USA,34000000,2001,954,4.9,1.85,476,1557,356,634,1200,422,1541,7
2509,125,121,0,244,989,16311763,A Simple Plan ,50656,2365,1,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,416,English,UK,17000000,1998,888,7.5,1.85,0,1997,367,732,630,540,1375,9
2510,81,89,11,973,1000,12693621,They ,10885,4060,0,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,271,English,USA,17000000,2002,982,4.8,2.35,814,1909,889,875,45,2092,3382,7
2511,37,89,0,323,690,15655665,Larry the Cable Guy: Health Inspector ,9104,2135,2,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,112,English,USA,4000000,2006,400,3.1,1.33,110,2261,1627,688,1840,2229,3575,7
2512,44,73,11,142,1000,11634458,The Adventures of Elmo in Grouchland ,2045,2020,0,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,37,English,USA,17000000,1999,436,5.8,1.85,339,734,1556,370,1914,478,1633,1
2513,197,132,847,625,3000,27154426,Brooklyn's Finest ,52852,6317,1,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,138,English,USA,17000000,2009,960,6.7,2.35,4000,135,1683,732,481,236,2632,9
2514,15,154,117,86,715,48976946.02,55 Days at Peking ,4550,1567,3,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,50,English,USA,9000000,1963,490,6.8,2.2,419,1639,681,75,135,1631,761,16
2515,543,96,201,58,394,54239856,Evil Dead ,125016,673,0,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,789,English,USA,17000000,2013,150,6.5,2.35,70000,675,833,869,1164,968,2089,9
2516,112,98,80,399,567,8662318,My Life in Ruins ,15033,2016,1,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,75,English,USA,17000000,2009,503,5.9,1.85,0,590,1052,688,1387,2631,4297,7
2517,153,107,80,841,2000,7156725,American Dreamz ,22639,5992,6,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,217,English,USA,19000000,2006,2000,5.5,1.85,300,1733,719,680,971,568,2769,7
2518,94,134,22,488,1000,15681020,Superman IV: The Quest for Peace ,33570,3007,6,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,259,English,UK,17000000,1987,593,3.6,2.35,1000,2058,1793,97,871,3346,2166,6
2519,62,94,8,66,328,7070459,How She Move ,4600,760,0,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,18,English,Canada,40645199.5,2007,122,3.3,1.85,238,876,558,756,446,645,3361,7
2520,157,122,47,834,23000,6855137,Running Scared ,88590,27381,2,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,419,English,Germany,17000000,2006,979,7.4,2.35,0,2307,472,204,1476,1323,442,9
2521,35,128,9,193,767,2694071,Bobby Jones: Stroke of Genius ,3222,1727,3,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,64,English,USA,40645199.5,2004,327,6.7,2.35,352,1963,1279,557,19,2527,3051,6
2522,21,97,3,161,400,2315683,Shanghai Surprise ,4081,805,0,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,28,English,UK,17000000,1986,193,3,1.85,154,1038,2171,400,1923,629,2808,7
